 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 2000JPEI  | 2019/02/27 05:42:53 | 4.552 | PubFlagsAddImpact | Damaged Unknown Many 0 0 " http://www.iran-daily.com/News/239518.html" 1551333800 "*NULL*" "*NULL*"
 1000J8DG  | 2019/02/27 23:27:04 | 5.429 | PubFlagsAddImpact | Injuries Shaking Nearly 48 0 "www.straitstimes.com" 1551389248 "*NULL*" "*NULL*"
 1000J8DG  | 2019/02/27 23:27:04 | 5.429 | PubFlagsAddImpact | Damaged Shaking Nearly 350 0 "www.straitstimes.com" 1551389290 "*NULL*" "*NULL*"
 1000J8DG  | 2019/02/27 23:27:04 | 5.429 | PubFlagsAddImpact | Injuries Shaking AtLeast 48 0 "www.straitstimes.com" 1551389248 "*NULL*" "*NULL*"
 1000J8DG  | 2019/02/27 23:27:04 | 5.429 | PubFlagsDelImpact | Injuries Shaking Nearly 48 0 "www.straitstimes.com" 1551389248 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Damaged Unknown AtLeast 17 0 "*NULL*" 1553900085 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Destroyed Unknown Exact 2 0 "*NULL*" 1553900095 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Injuries Unknown AtLeast 2 0 "*NULL*" 1553900114 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Deaths Unknown Exact 1 0 "*NULL*" 1553900104 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsDelImpact | Destroyed Unknown Exact 2 0 "*NULL*" 1553900095 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Destroyed Unknown Exact 1 0 "*NULL*" 1553900095 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "*NULL*" 1553900104 "*NULL*" "*NULL*"
 1000J96D  | 2019/03/01 08:50:43 | 7.025 | PubFlagsDelImpact | Deaths Unknown Exact 1 0 "*NULL*" 1553900104 "*NULL*" "*NULL*"
 1000JBQ5  | 2019/03/07 05:10:37 | 4.979 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "Filo.news" 1552003127 "*NULL*" "*NULL*"
 1000JE3L  | 2019/03/12 13:08:56 | 4.664 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "*NULL*" 1554021737 "*NULL*" "*NULL*"
 1000JE3L  | 2019/03/12 13:08:56 | 4.664 | PubFlagsAddImpact | Damaged Shaking Few 0 0 "*NULL*" 1554021776 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Deaths Unknown Exact 6 0 "Agencia EFE Jakarta" 1552869663 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Destroyed Unknown Exact 32 0 "Agencia EFE Jakarta" 1553042577 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Damaged Unknown Estimate 1500 0 "Agencia EFE  Jakarta" 1553042628 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsDelImpact | Destroyed Unknown Exact 32 0 "Agencia EFE Jakarta" 1553042577 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Damaged Unknown Exact 4456 0 "Agencia EFE Jakarta" 1553042577 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Injuries Unknown Exact 182 0 "EFE: Agencia EFE Jakarta" 1552953111 "Kabupaten Lombok Utara and Kabupaten Lombok Timur" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsAddImpact | Damaged Unknown Estimate 4456 0 "Agencia EFE  Jakarta" 1553042628 "Kabupaten Lombok Utara and Kabupaten Lombok Timur" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsDelImpact | Damaged Unknown Estimate 1500 0 "Agencia EFE  Jakarta" 1553042628 "*NULL*" "*NULL*"
 1000JHBV  | 2019/03/17 07:07:25 | 5.587 | PubFlagsDelImpact | Deaths Unknown Exact 6 0 "Agencia EFE Jakarta" 1552869663 "*NULL*" "*NULL*"
 1000JJ23  | 2019/03/20 06:34:28 | 5.701 | PubFlagsAddImpact | Injuries Unknown AtLeast 3 0 "*NULL*" 1553062461 "*NULL*" "*NULL*"
 1000JJ23  | 2019/03/20 06:34:28 | 5.701 | PubFlagsAddImpact | Damaged Unknown AtLeast 30 0 "*NULL*" 1553062511 "*NULL*" "*NULL*"
 1000JJ23  | 2019/03/20 06:34:28 | 5.701 | PubFlagsDelImpact | Injuries Unknown AtLeast 3 0 "*NULL*" 1553062461 "*NULL*" "*NULL*"
 1000JJ23  | 2019/03/20 06:34:28 | 5.701 | PubFlagsAddImpact | Injuries Unknown Exact 3 0 "*NULL*" 1553062461 "*NULL*" "*NULL*"
 1000JJ7U  | 2019/03/20 09:56:41 | 4.489 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "Forum" 1553041364 "France" "*NULL*"
 1000JJ7U  | 2019/03/20 09:56:41 | 4.489 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "Forum" 1553041364 "France" "*NULL*"
 1000JJ7U  | 2019/03/20 09:56:41 | 4.489 | PubFlagsAddImpact | Damaged Unknown Few 0 0 "Forum" 1553041364 "France" "*NULL*"
 1000JJP9  | 2019/03/21 09:15:40 | 5.519 | PubFlagsAddImpact | Destroyed Unknown AtLeast 4 0 "*NULL*" 1553235559 "*NULL*" "*NULL*"
 1000JJP9  | 2019/03/21 09:15:40 | 5.519 | PubFlagsAddImpact | Deaths Unknown AtLeast 1 0 "*NULL*" 1553235531 "*NULL*" "*NULL*"
 1000JKRQ  | 2019/03/23 19:21:18 | 6.059 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "www.bcnoticias.com.co" 1553373775 "*NULL*" "*NULL*"
 2000K7VU  | 2019/03/31 07:04:05 | 6.182 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "El Comerico" 1553995208 "Santa Elena" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsAddImpact | Damaged Shaking Exact 8 0 "Google News" 1555634911 "Raas Island, Indonesia" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "Google News" 1555634954 "Raas Island, Indonesia" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "Wikipedia" 1555634954 "Raas Island, Indonesia" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsDelImpact | Damaged Shaking Exact 8 0 "Google News" 1555634911 "Raas Island, Indonesia" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsAddImpact | Damaged Shaking Exact 8 0 "Wikipedia" 1555634911 "Raas Island, Indonesia" "*NULL*"
 2000K8Y8  | 2019/04/02 01:22:47 | 4.901 | PubFlagsDelImpact | Injuries Shaking Exact 1 0 "Google News" 1555634954 "Raas Island, Indonesia" "*NULL*"
 700034XQ  | 2019/04/12 11:40:49 |  6.81 | PubFlagsAddImpact | Damaged Unknown AtLeast 10000 0 "*NULL*" 1557988703 "*NULL*" "*NULL*"
 700034XQ  | 2019/04/12 11:40:49 |  6.81 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "*NULL*" 1557988652 "*NULL*" "*NULL*"
 700034XQ  | 2019/04/12 11:40:49 |  6.81 | PubFlagsAddImpact | DollarLoss Unknown AtLeast 900000000 0 "*NULL*" 1557988720 "*NULL*" "*NULL*"
 700034XQ  | 2019/04/12 11:40:49 |  6.81 | PubFlagsDelImpact | DollarLoss Unknown AtLeast 900000000 0 "*NULL*" 1557988720 "*NULL*" "*NULL*"
 700034XQ  | 2019/04/12 11:40:49 |  6.81 | PubFlagsDelImpact | Damaged Unknown AtLeast 10000 0 "*NULL*" 1557988703 "*NULL*" "*NULL*"
 700035NQ  | 2019/04/14 03:09:03 | 5.107 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "*NULL*" 1558454340 "*NULL*" "*NULL*"
 700035NQ  | 2019/04/14 03:09:03 | 5.107 | PubFlagsDelImpact | Damaged Shaking Unknown 0 0 "*NULL*" 1558454340 "*NULL*" "*NULL*"
 700035NQ  | 2019/04/14 03:09:03 | 5.107 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1558454340 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Injuries Unknown Estimate 7 0 "Taiwan News" 1555561183 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Injuries Other Exact 17 0 "Agence-France Presse" 1555549720 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Damaged Shaking Exact 2 0 "Agence-France Presse" 1555549840 "Taipei" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1559174804 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsDelImpact | Injuries Unknown Estimate 7 0 "Taiwan News" 1555561183 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Injuries Unknown Exact 15 0 "*NULL*" 1559174776 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Deaths Landslide Exact 1 0 "*NULL*" 1559174595 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsDelImpact | Damaged Shaking Exact 2 0 "Agence-France Presse" 1555549840 "Taipei" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsDelImpact | Injuries Other Exact 17 0 "Agence-France Presse" 1555549720 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsDelImpact | Injuries Unknown Exact 15 0 "*NULL*" 1559174776 "*NULL*" "*NULL*"
 700038C1  | 2019/04/18 05:01:06 | 6.132 | PubFlagsAddImpact | Injuries Unknown Exact 16 0 "*NULL*" 1559174776 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Deaths Shaking AtLeast 5 0 "*NULL*" 1555929712 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Deaths Shaking AtLeast 18 0 "wikipedia" 1555929712 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsDelImpact | Deaths Shaking AtLeast 5 0 "*NULL*" 1555929712 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | DollarLoss Unknown Estimate 10000000 0 "wikipedia" 1559284831 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsDelImpact | DollarLoss Unknown Estimate 10000000 0 "wikipedia" 1559284831 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Damaged Unknown AtLeast 741 0 "wikipedia" 1559284779 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Missing Unknown AtLeast 3 0 "wikipedia" 1559284754 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Injuries Unknown AtLeast 256 0 "wikipedia" 1559284724 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | DollarLoss Unknown Estimate 10000000 0 "wikipedia" 1559284831 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsAddImpact | Damaged Unknown AtLeast 4357 0 "wikipedia" 1559284779 "*NULL*" "*NULL*"
 70003A63  | 2019/04/22 09:11:12 | 6.127 | PubFlagsDelImpact | Damaged Unknown AtLeast 741 0 "wikipedia" 1559284779 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Injuries Unknown AtLeast 40 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsDelImpact | Injuries Unknown AtLeast 34 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsDelImpact | Damaged Unknown AtLeast 245 0 "*NULL*" 1560138033 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsDelImpact | Injuries Unknown AtLeast 40 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Injuries Unknown AtLeast 34 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Damaged Unknown AtLeast 245 0 "*NULL*" 1560138033 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Damaged Unknown AtLeast 245 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560138033 "*NULL*" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Injuries Unknown AtLeast 34 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "Samar" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsDelImpact | Injuries Unknown AtLeast 34 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "Samar" "*NULL*"
 70003AJ3  | 2019/04/23 05:37:53 | 6.394 | PubFlagsAddImpact | Injuries Unknown AtLeast 41 0 "https://en.wikipedia.org/wiki/2019_Visayas_earthquake" 1560147996 "Samar" "*NULL*"
 70003AXC  | 2019/04/23 20:15:51 | 5.851 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1556276189 "*NULL*" "https://arunachaltimes.in/index.php/2019/04/25/shi-yomi-suffers-damages-as-earthquake-hits-arunachal/"
 70003HQB  | 2019/05/06 21:19:38 | 7.105 | PubFlagsAddImpact | Destroyed Shaking AtLeast 130 0 "postcourier.com.pg" 1558907113 "Labu" "*NULL*"
 70003HQB  | 2019/05/06 21:19:38 | 7.105 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "www.sbs.com.au" 1558907141 "Lae" "*NULL*"
 70003J46  | 2019/05/09 23:48:43 |  6.15 | PubFlagsAddImpact | Injuries Unknown Exact 1 0 "Kyodo News May 10 2019." 1558296269 "*NULL*" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsAddImpact | Injuries Unknown Exact 5 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563595 "*NULL*" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsAddImpact | Damaged Unknown Exact 4 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563652 "*NULL*" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsAddImpact | Injuries Unknown Exact 5 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563595 "Chiriqui, Panama" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsDelImpact | Injuries Unknown Exact 5 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563595 "*NULL*" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsDelImpact | Damaged Unknown Exact 4 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563652 "*NULL*" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsAddImpact | Damaged Unknown Exact 4 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563652 "Chiriqui, Panama" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsDelImpact | Damaged Unknown Exact 4 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563652 "Chiriqui, Panama" "*NULL*"
 70003K3P  | 2019/05/12 19:24:50 | 6.006 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "https://www.aljazeera.com/news/2019/05/magnitude-61-earthquake-shakes-panama-injured-190513012412074.html" 1559563652 "Chiriqui, Panama" "*NULL*"
 70003KYY  | 2019/05/14 12:58:26 | 7.581 | PubFlagsAddImpact | Injuries Shaking Exact 1 0 "https://www.dhakatribune.com/world/oceania/2019/05/17/100-displaced-on-remote-island-by-papua-new-guinea-quake" 1561945763 "*NULL*" "*NULL*"
 70003KYY  | 2019/05/14 12:58:26 | 7.581 | PubFlagsAddImpact | Displaced Shaking AtLeast 100 0 "https://www.dhakatribune.com/world/oceania/2019/05/17/100-displaced-on-remote-island-by-papua-new-guinea-quake" 1561945812 "*NULL*" "*NULL*"
 70003KYY  | 2019/05/14 12:58:26 | 7.581 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "https://www.dhakatribune.com/world/oceania/2019/05/17/100-displaced-on-remote-island-by-papua-new-guinea-quake" 1561945791 "*NULL*" "*NULL*"
 70003M2Q  | 2019/05/16 16:22:17 | 5.879 | PubFlagsAddImpact | Damaged Unknown Estimate 15 0 "https://elmundo.sv/reportan-danos-en-viviendas-por-sismos-en-la-union/" 1559563921 "*NULL*" "*NULL*"
 70003M2Q  | 2019/05/16 16:22:17 | 5.879 | PubFlagsAddImpact | Damaged Unknown Estimate 15 0 "*NULL*" 1559563921 "*NULL*" "*NULL*"
 70003M2Q  | 2019/05/16 16:22:17 | 5.879 | PubFlagsDelImpact | Damaged Unknown Estimate 15 0 "*NULL*" 1559563921 "*NULL*" "*NULL*"
 70003M2Q  | 2019/05/16 16:22:17 | 5.879 | PubFlagsDelImpact | Damaged Unknown Estimate 15 0 "https://elmundo.sv/reportan-danos-en-viviendas-por-sismos-en-la-union/" 1559563921 "*NULL*" "*NULL*"
 70003M2Q  | 2019/05/16 16:22:17 | 5.879 | PubFlagsAddImpact | Damaged Unknown AtLeast 15 0 "https://elmundo.sv/reportan-danos-en-viviendas-por-sismos-en-la-union/" 1559563921 "*NULL*" "*NULL*"
 70003MUM  | 2019/05/17 22:24:52 | 4.755 | PubFlagsAddImpact | Damaged Unknown AtLeast 167 0 "*NULL*" 1561387327 "*NULL*" "*NULL*"
 60003SC0  | 2019/05/26 07:41:15 | 7.969 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "Wikipedia" 1559256692 "*NULL*" "*NULL*"
 60003SC0  | 2019/05/26 07:41:15 | 7.969 | PubFlagsAddImpact | Deaths Unknown Exact 2 0 "Wikipedia" 1559256611 "*NULL*" "*NULL*"
 60003SC0  | 2019/05/26 07:41:15 | 7.969 | PubFlagsAddImpact | Injuries Unknown Exact 30 0 "Wikipedia" 1559256666 "*NULL*" "*NULL*"
 60003SC0  | 2019/05/26 07:41:15 | 7.969 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "Wikipedia" 1559256692 "*NULL*" "*NULL*"
 60003SC0  | 2019/05/26 07:41:15 | 7.969 | PubFlagsAddImpact | Damaged Unknown Exact 1008 0 "Wikipedia" 1559256692 "*NULL*" "*NULL*"
 70003T2N  | 2019/05/30 09:03:32 | 6.607 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "wikipedia" 1559280631 "San Salvador" "*NULL*"
 70003T2N  | 2019/05/30 09:03:32 | 6.607 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "wikipedia" 1559280534 "San Martin" "*NULL*"
 70003T2N  | 2019/05/30 09:03:32 | 6.607 | PubFlagsAddImpact | Injuries Unknown Exact 1 0 "wikipedia" 1559280596 "Mejicanos" "*NULL*"
 70003T2N  | 2019/05/30 09:03:32 | 6.607 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "wikipedia" 1559280631 "San Salvador" "*NULL*"
 70003T2N  | 2019/05/30 09:03:32 | 6.607 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "wikipedia" 1559280631 "San Salvador" "*NULL*"
 70003U1A  | 2019/06/01 04:26:20 | 5.213 | PubFlagsAddImpact | Injuries Unknown AtLeast 4 0 "*NULL*" 1562690698 "*NULL*" "*NULL*"
 70003U1A  | 2019/06/01 04:26:20 | 5.213 | PubFlagsAddImpact | Damaged Shaking AtLeast 100 0 "*NULL*" 1562690726 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Deaths Shaking AtLeast 6 0 "*NULL*" 1560865887 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Injuries Shaking AtLeast 76 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Destroyed Shaking Some 0 0 "*NULL*" 1560865956 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Injuries Shaking AtLeast 76 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Injuries Shaking AtLeast 122 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Deaths Shaking AtLeast 6 0 "*NULL*" 1560865887 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Deaths Shaking AtLeast 11 0 "*NULL*" 1560865887 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Injuries Shaking AtLeast 200 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Destroyed Shaking Some 0 0 "*NULL*" 1560865956 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Deaths Shaking Some 0 0 "*NULL*" 1560865956 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Deaths Shaking Exact 13 0 "*NULL*" 1560865956 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Injuries Shaking AtLeast 122 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Deaths Shaking Some 0 0 "*NULL*" 1560865956 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Deaths Shaking AtLeast 11 0 "*NULL*" 1560865887 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Injuries Shaking AtLeast 200 0 "http://chinaplus.cri.cn/news/china/9/20190618/304559.html" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsDelImpact | Injuries Shaking AtLeast 200 0 "*NULL*" 1560865933 "*NULL*" "*NULL*"
 600041RY  | 2019/06/17 14:55:45 | 5.806 | PubFlagsAddImpact | Damaged Shaking Exact 156000 0 "*NULL*" 1563886315 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsAddImpact | Injuries Shaking Exact 26 0 "https://www.japantimes.co.jp/news/2019/06/19/national/strong-earthquake-rocks-niigata-japan-meteorological-agency-issues-tsunami-advisory/#.XRVYBSiwm70" 1561881538 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsAddImpact | Injuries Shaking Exact 23 0 "https://www.japantimes.co.jp/news/2019/06/19/national/strong-earthquake-rocks-niigata-japan-meteorological-agency-issues-tsunami-advisory/#.XRVYBSiwm70" 1561881538 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsDelImpact | Injuries Shaking Exact 26 0 "https://www.japantimes.co.jp/news/2019/06/19/national/strong-earthquake-rocks-niigata-japan-meteorological-agency-issues-tsunami-advisory/#.XRVYBSiwm70" 1561881538 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsDelImpact | Injuries Shaking Exact 23 0 "https://www.japantimes.co.jp/news/2019/06/19/national/strong-earthquake-rocks-niigata-japan-meteorological-agency-issues-tsunami-advisory/#.XRVYBSiwm70" 1561881538 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsAddImpact | Injuries Shaking Exact 36 0 "https://www.japantimes.co.jp/news/2019/06/19/national/strong-earthquake-rocks-niigata-japan-meteorological-agency-issues-tsunami-advisory/#.XRVYBSiwm70" 1561881538 "*NULL*" "*NULL*"
 600042FX  | 2019/06/18 13:22:19 | 6.426 | PubFlagsAddImpact | Damaged Shaking AtLeast 149 0 "*NULL*" 1567591117 "*NULL*" "*NULL*"
 6000434E  | 2019/06/19 17:24:49 | 6.318 | PubFlagsAddImpact | Damaged Shaking AtLeast 42 0 "*NULL*" 1564995661 "*NULL*" "*NULL*"
 600044MQ  | 2019/06/22 14:29:56 | 5.305 | PubFlagsAddImpact | Injuries Unknown Estimate 31 0 "Chinese News." 1563785998 "Gong and Changning counties." "*NULL*"
 600044MQ  | 2019/06/22 14:29:56 | 5.305 | PubFlagsAddImpact | Injuries Unknown AtLeast 31 0 "Chinese News." 1563785998 "Gong and Changning counties." "*NULL*"
 600044MQ  | 2019/06/22 14:29:56 | 5.305 | PubFlagsDelImpact | Injuries Unknown Estimate 31 0 "Chinese News." 1563785998 "Gong and Changning counties." "*NULL*"
 7000455L  | 2019/06/26 05:23:52 | 6.221 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "https://www.jornada.com.mx/ultimas/2019/06/26/sismo-de-6-3-deja-201cdanos-significativos201d-en-frontera-panama-costa-rica-8475.html" 1561698426 "*NULL*" "*NULL*"
 700049QZ  | 2019/07/04 02:17:58 | 5.135 | PubFlagsAddImpact | Injuries Shaking AtLeast 13 0 "Wikipedia" 1562899372 "Gongxian, China" "*NULL*"
