 huidevent |         ot          |  mag  |   spassportcmd    |                                                                                                                                                                                                                                                 spassportentry                                                                                                                                                                                                                                                 
 C0004KTB  | 2011/06/29 23:16:39 | 4.925 | PubFlagsAddImpact | Injuries Shaking Exact 7 0 "http://www.huffingtonpost.com/2011/06/29/japan-earthquake-central_n_887535.html" 1309305961 ""
 C0005IDZ  | 2011/08/23 05:46:18 | 5.269 | PubFlagsAddImpact | Damaged Shaking Few 0 0 "" 1317972203 "(VII) Segundo, (VI) Cokedale and Valdez and (V) Trinidad"
 C0005WX9  | 2011/09/19 18:33:59 | 5.801 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "AP from Guatemala City" 1316543522 "Cuilapa"
 C0005WX9  | 2011/09/19 18:33:59 | 5.801 | PubFlagsAddImpact | Injuries Shaking Some 0 0 "AP from Guatemala City" 1316543812 "Cuilapa-Oratorio area"
 C0007NLY  | 2012/01/19 12:35:52 | 5.105 | PubFlagsAddImpact | Injuries Unknown AtLeast 200 0 "" 1327037928 ""
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "http://www.cbsnews.com/8301-501712_162-57398630/5.9-magnitude-quake-sparks-stampede-in-philippines/" 1335529459 "Surigao City"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsAddImpact | Injuries Shaking AtLeast 55 0 "http://www.mb.com.ph/articles/354526/55-persons-injured-gov-t-buildings-damaged-in-dinagat-surigao-earthquake" 1332159762 "Surigao, Mindanao"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsAddImpact | Destroyed Shaking Estimate 4 0 "http://www.mb.com.ph/articles/354526/55-persons-injured-gov-t-buildings-damaged-in-dinagat-surigao-earthquake" 1335529719 "Basilisa, Dinagat Island"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "http://www.cbsnews.com/8301-501712_162-57398630/5.9-magnitude-quake-sparks-stampede-in-philippines/" 1332159858 "Surigao City"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsDelImpact | Damaged Shaking Some 0 0 "http://www.cbsnews.com/8301-501712_162-57398630/5.9-magnitude-quake-sparks-stampede-in-philippines/" 1335529459 "Surigao City"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsAddImpact | Destroyed Shaking Estimate 4 0 "http://www.mb.com.ph/articles/354526/55-persons-injured-gov-t-buildings-damaged-in-dinagat-surigao-earthquake" 1332160118 "Basilisa, Dinagat Island"
 B0008I6M  | 2012/03/16 07:58:05 |   5.6 | PubFlagsDelImpact | Destroyed Shaking Estimate 4 0 "http://www.mb.com.ph/articles/354526/55-persons-injured-gov-t-buildings-damaged-in-dinagat-surigao-earthquake" 1335529719 "Basilisa, Dinagat Island"
 C0008PWQ  | 2012/03/25 22:37:07 |   7.1 | PubFlagsAddImpact | Injuries Shaking AtLeast 14 0 "" 1334814756 ""
 C0008PWQ  | 2012/03/25 22:37:07 |   7.1 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "" 1334814807 ""
 C0008PWQ  | 2012/03/25 22:37:07 |   7.1 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "" 1334814731 ""
 C000905E  | 2012/04/11 08:38:37 |   8.6 | PubFlagsAddImpact | Deaths Unknown AtLeast 2 0 "SAPA, at www.iol.co.za" 1334711500 "in Aceh"
 C000905E  | 2012/04/11 08:38:37 |   8.6 | PubFlagsAddImpact | Injuries Unknown AtLeast 12 0 "SAPA, in www.iol.co.za" 1334711711 "in Aceh"
 C000905E  | 2012/04/11 08:38:37 |   8.6 | PubFlagsAddImpact | Deaths HeartAttack AtLeast 8 0 "SAPA, in www.iol.co.za" 1334711642 "in Aceh"
 C000905E  | 2012/04/11 08:38:37 |   8.6 | PubFlagsDelImpact | Deaths Unknown AtLeast 2 0 "SAPA, at www.iol.co.za" 1334711500 "in Aceh"
 C000905E  | 2012/04/11 08:38:37 |   8.6 | PubFlagsAddImpact | Deaths Unknown AtLeast 2 0 "SAPA, at www.iol.co.za" 1334711500 "in Aceh"
 C00095A2  | 2012/04/17 03:50:13 |   6.7 | PubFlagsAddImpact | Deaths HeartAttack Exact 1 0 "*NULL*" 1336348024 "*NULL*" "*NULL*"
 C0009HZ9  | 2012/05/03 10:09:36 | 5.606 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "http://english.farsnews.com/newstext.php?nn=9102110537" 1336118378 "*NULL*" "*NULL*"
 C0009HZ9  | 2012/05/03 10:09:36 | 5.606 | PubFlagsDelImpact | Injuries Unknown Unknown 0 0 "http://english.farsnews.com/newstext.php?nn=9102110537" 1336118378 "*NULL*" "*NULL*"
 C0009HZ9  | 2012/05/03 10:09:36 | 5.606 | PubFlagsAddImpact | Injuries Unknown Few 0 0 "http://english.farsnews.com/newstext.php?nn=9102110537" 1336464063 "Abdanan and Dehloran, Iran" "*NULL*"
 B0009JH5  | 2012/05/07 04:40:28 | 5.792 | PubFlagsAddImpact | Injuries Shaking Exact 15 0 "*NULL*" 1336604299 "*NULL*" "*NULL*"
 B0009JH5  | 2012/05/07 04:40:28 | 5.792 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1336604287 "*NULL*" "*NULL*"
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Destroyed Shaking Exact 1 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719602 "Guwahati" "One house collapsed."
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719959 "Kampur village" "Two people are injured in Kampur village which lies some 40 kilometres (24 miles) from Guwahati"
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsDelImpact | Injuries Unknown Exact 2 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719959 "Kampur village" "Two people are injured in Kampur village which lies some 40 kilometres (24 miles) from Guwahati"
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Injuries Unknown Exact 2 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719959 "Kampur" "Two people are injured in Kampur village which lies some 40 kilometres (24 miles) from Guwahati"
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Injuries Shaking Exact 2 0 "http://www.indianexpress.com/news/moderate-quake-jolts-northeast-2-hurt-several-buildings-damaged-in-assam/948221/" 1336720179 "Nagaon" "Official sources said two labourers sustained serious injuries in the wall collapse while they were on working at Raha in Nagaon. They were admitted to Nagaon civil hospital and reported to be out of danger."
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "http://www.indianexpress.com/news/moderate-quake-jolts-northeast-2-hurt-several-buildings-damaged-in-assam/948221/" 1336979435 "Jyotinagar" "A concrete wall collapsed in the Jyotinagar while cracks occurred in a multi-storeyed building in the Beltola area of the city. 
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsDelImpact | Destroyed Unknown Exact 1 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719602 "Guwahati" "One house collapsed."
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "http://www.indianexpress.com/news/moderate-quake-jolts-northeast-2-hurt-several-buildings-damaged-in-assam/948221/" 1336719879 "Guwahati" "Cracks appeared in some buildings. "
 B0009MZT  | 2012/05/11 12:41:35 |   5.3 | PubFlagsAddImpact | Destroyed Unknown Exact 1 0 "http://www.google.com/hostednews/afp/article/ALeqM5jEEUxz6mHholHdloSFNJbkVjllQA?docId=CNG.618f89f297a9b12e487e95d8e61d817f.ae1" 1336719602 "Guwahati" "One house collapsed."
 B0009UYX  | 2012/05/22 00:00:33 |  5.82 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1337883400 "*NULL*" "*NULL*"
 B0009UYX  | 2012/05/22 00:00:33 |  5.82 | PubFlagsAddImpact | Damaged Shaking AtLeast 90 0 "*NULL*" 1337883400 "*NULL*" "*NULL*"
 B0009UYX  | 2012/05/22 00:00:33 |  5.82 | PubFlagsDelImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1337883400 "*NULL*" "*NULL*"
 B0009UYX  | 2012/05/22 00:00:33 |  5.82 | PubFlagsAddImpact | Damaged Shaking AtLeast 90 0 "http://www.novinite.com/view_news.php?id=139710" 1337883400 "Pernik, Bulgaria" "*NULL*"
 B0009UYX  | 2012/05/22 00:00:33 |  5.82 | PubFlagsDelImpact | Damaged Shaking AtLeast 90 0 "*NULL*" 1337883400 "*NULL*" "*NULL*"
 B000AC4H  | 2012/06/10 12:44:16 |     6 | PubFlagsAddImpact | Injuries Unknown AtLeast 6 0 "http://www.reuters.com/article/2012/06/10/us-turkey-quake-idUSBRE85909320120610" 1340005385 "Mugla" "*NULL*"
 B000AC4H  | 2012/06/10 12:44:16 |     6 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "http://www.reuters.com/article/2012/06/10/us-turkey-quake-idUSBRE85909320120610" 1340005413 "Mugla" "*NULL*"
 B000AC4H  | 2012/06/10 12:44:16 |     6 | PubFlagsDelImpact | Injuries Unknown AtLeast 6 0 "http://www.reuters.com/article/2012/06/10/us-turkey-quake-idUSBRE85909320120610" 1340005385 "Mugla" "*NULL*"
 B000AC4H  | 2012/06/10 12:44:16 |     6 | PubFlagsDelImpact | Damaged Shaking Unknown 0 0 "http://www.reuters.com/article/2012/06/10/us-turkey-quake-idUSBRE85909320120610" 1340005413 "Mugla" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Injuries Landslide AtLeast 13 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342781458 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Deaths Landslide AtLeast 75 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342781428 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Destroyed Landslide AtLeast 114 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782057 "*NULL*" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Damaged Unknown AtLeast 19 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782112 "Takhar" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Destroyed Landslide AtLeast 114 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782057 "*NULL*" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Destroyed Landslide AtLeast 114 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782057 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Damaged Landslide AtLeast 593 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782095 "*NULL*" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Damaged Landslide AtLeast 593 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782095 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsAddImpact | Damaged Landslide AtLeast 593 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782095 "*NULL*" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Destroyed Landslide AtLeast 114 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782057 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Damaged Landslide AtLeast 593 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782095 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Damaged Unknown AtLeast 19 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342782112 "Takhar" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Deaths Landslide AtLeast 75 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342781428 "Baghlan" "*NULL*"
 B000ACMF  | 2012/06/11 05:29:10 |   5.7 | PubFlagsDelImpact | Injuries Landslide AtLeast 13 0 "http://reliefweb.int/sites/reliefweb.int/files/resources/MHB%20June%202012.pdf" 1342781458 "Baghlan" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsAddImpact | Injuries Unknown AtLeast 100 0 "http://www.huffingtonpost.com/2012/06/25/china-earthquake_n_1623154.html" 1340744444 "Lijiang-Yanyuan area" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsAddImpact | Deaths Unknown Exact 4 0 "http://www.huffingtonpost.com/2012/06/25/china-earthquake_n_1623154.html" 1340744341 "Lijiang-Yanyuan area" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsDelImpact | Injuries Unknown AtLeast 100 0 "http://www.huffingtonpost.com/2012/06/25/china-earthquake_n_1623154.html" 1340744444 "Lijiang-Yanyuan area" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsDelImpact | Deaths Unknown Exact 4 0 "http://www.huffingtonpost.com/2012/06/25/china-earthquake_n_1623154.html" 1340744341 "Lijiang-Yanyuan area" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsAddImpact | Deaths Unknown Exact 4 0 "Huffington Post" 1340749316 "*NULL*" "*NULL*"
 B000APIP  | 2012/06/24 07:59:35 |   5.5 | PubFlagsDelImpact | Deaths Unknown Exact 4 0 "Huffington Post" 1340749316 "*NULL*" "*NULL*"
 B000D83N  | 2012/10/18 02:33:29 |  5.01 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "ASC" 1350609601 "*NULL*" "*NULL*"
 B000DLWM  | 2012/11/07 16:35:48 |   7.4 | PubFlagsAddImpact | Deaths Shaking AtLeast 30 0 "CNNEspanol" 1352339793 "*NULL*" "*NULL*"
 B000DLWM  | 2012/11/07 16:35:48 |   7.4 | PubFlagsAddImpact | Deaths Shaking AtLeast 30 0 "CNNEspanol" 1352339793 "*NULL*" "reports say info is preliminary."
 B000DLWM  | 2012/11/07 16:35:48 |   7.4 | PubFlagsDelImpact | Deaths Shaking AtLeast 30 0 "CNNEspanol" 1352339793 "*NULL*" "*NULL*"
 B000DLWM  | 2012/11/07 16:35:48 |   7.4 | PubFlagsAddImpact | Damaged Shaking Unknown 0 0 "CNNEspanol" 1352339840 "Quetzaltenango and San Marcos " "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Deaths Shaking AtLeast 12 0 "*NULL*" 1352651004 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Destroyed Shaking Many 0 0 "*NULL*" 1352651270 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Missing Landslide Many 0 0 "*NULL*" 1352651315 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Deaths Shaking AtLeast 26 0 "*NULL*" 1352651004 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsDelImpact | Deaths Shaking AtLeast 12 0 "*NULL*" 1352651004 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Destroyed Shaking AtLeast 251 0 "*NULL*" 1352651270 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsDelImpact | Destroyed Shaking Many 0 0 "*NULL*" 1352651270 "*NULL*" "*NULL*"
 C000DQQW  | 2012/11/11 01:12:38 |   6.8 | PubFlagsAddImpact | Damaged Shaking AtLeast 207 0 "*NULL*" 1353080163 "*NULL*" "*NULL*"
 C000E5N4  | 2012/12/07 08:18:23 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 5 0 "http://www.cnn.com/2012/12/07/world/asia/japan-earthquake/index.html?iref=storysearch" 1355561088 "Tokyo" "*NULL*"
 C000E5N4  | 2012/12/07 08:18:23 |   7.3 | PubFlagsAddImpact | Injuries Unknown AtLeast 5 0 "http://www.cnn.com/2012/12/07/world/asia/japan-earthquake/index.html?iref=storysearch" 1355561056 "Miyagi" "*NULL*"
 C000E5N4  | 2012/12/07 08:18:23 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 5 0 "http://www.cnn.com/2012/12/07/world/asia/japan-earthquake/index.html?iref=storysearch" 1355561056 "Miyagi" "*NULL*"
 C000E5N4  | 2012/12/07 08:18:23 |   7.3 | PubFlagsDelImpact | Injuries Unknown AtLeast 5 0 "http://www.cnn.com/2012/12/07/world/asia/japan-earthquake/index.html?iref=storysearch" 1355561088 "Tokyo" "*NULL*"
 C000EV85  | 2013/01/25 07:01:19 | 4.129 | PubFlagsAddImpact | Damaged Shaking AtLeast 1 0 "http://stateimpact.npr.org/texas/2013/01/25/4-1-earthquake-hits-east-texas-reports-of-minor-damage/" 1359527842 "Timpson" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsAddImpact | Deaths Tsunami Exact 10 0 "*NULL*" 1367279313 "Santa Cruz Islands" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsAddImpact | Deaths Tsunami Exact 9 0 "*NULL*" 1367279313 "in several villages on Nendo" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsDelImpact | Deaths Tsunami Exact 10 0 "*NULL*" 1367279313 "Santa Cruz Islands" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsAddImpact | Injuries Tsunami Exact 17 0 "*NULL*" 1367279613 "in several villages on Nendo" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsDelImpact | Deaths Tsunami Exact 9 0 "*NULL*" 1367279313 "in several villages on Nendo" "*NULL*"
 C000F1S0  | 2013/02/06 01:12:26 |     8 | PubFlagsAddImpact | Deaths Tsunami Exact 9 0 "*NULL*" 1367279313 "*NULL*" "*NULL*"
 C000F7RZ  | 2013/02/15 03:20:26 |   4.2 | PubFlagsAddImpact | Injuries Other AtLeast 1000 0 "news media reports" 1364942457 "Chelyabinsk area" "*NULL*"
 C000F7RZ  | 2013/02/15 03:20:26 |   4.2 | PubFlagsAddImpact | Damaged Other AtLeast 4000 0 "news media" 1361054526 "Chelyabinsk area" "*NULL*"
 C000F7RZ  | 2013/02/15 03:20:26 |   4.2 | PubFlagsAddImpact | Injuries Other AtLeast 1000 0 "news media reports" 1361054456 "Chelyabinsk area" "*NULL*"
 C000F7RZ  | 2013/02/15 03:20:26 |   4.2 | PubFlagsDelImpact | Injuries Other AtLeast 1000 0 "news media reports" 1364942457 "Chelyabinsk area" "*NULL*"
 C000F9Z8  | 2013/02/19 02:47:01 | 4.884 | PubFlagsAddImpact | Injuries Shaking Exact 8 0 "*NULL*" 1364513457 "*NULL*" "*NULL*"
 C000F9Z8  | 2013/02/19 02:47:01 | 4.884 | PubFlagsAddImpact | Destroyed Shaking Exact 72 0 "*NULL*" 1364513435 "*NULL*" "*NULL*"
 C000F9Z8  | 2013/02/19 02:47:01 | 4.884 | PubFlagsAddImpact | Damaged Shaking Exact 949 0 "Xinhua News" 1364513386 "*NULL*" "*NULL*"
 B000FTGC  | 2013/03/27 02:03:21 | 5.872 | PubFlagsAddImpact | Deaths Shaking Exact 1 0 "*NULL*" 1365389149 "*NULL*" "*NULL*"
 B000FTGC  | 2013/03/27 02:03:21 | 5.872 | PubFlagsAddImpact | Injuries Shaking Exact 86 0 "*NULL*" 1365389170 "*NULL*" "*NULL*"
 B000FTGC  | 2013/03/27 02:03:21 | 5.872 | PubFlagsAddImpact | Damaged Shaking Some 0 0 "*NULL*" 1365389190 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsAddImpact | Deaths Shaking Unknown 0 0 "*NULL*" 1369197343 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsDelImpact | Deaths Shaking Unknown 0 0 "*NULL*" 1369197343 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsAddImpact | Deaths Shaking AtLeast 37 0 "*NULL*" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsAddImpact | Deaths Shaking AtLeast 69 0 "*NULL*" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsDelImpact | Deaths Shaking AtLeast 37 0 "*NULL*" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsDelImpact | Deaths Shaking AtLeast 69 0 "*NULL*" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsAddImpact | Deaths Shaking AtLeast 69 0 "http://www.ncr-iran.org/en/news/society/13385-iranian-regime-blocks-aid-to-bushehr-earthquake-victims-where-death-toll-rises-to-69.html" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsAddImpact | Deaths Shaking AtLeast 37 0 "*NULL*" 1365482143 "*NULL*" "*NULL*"
 B000G2Y5  | 2013/04/09 11:52:50 | 6.174 | PubFlagsDelImpact | Deaths Shaking AtLeast 69 0 "http://www.ncr-iran.org/en/news/society/13385-iranian-regime-blocks-aid-to-bushehr-earthquake-victims-where-death-toll-rises-to-69.html" 1365482143 "*NULL*" "*NULL*"
 B000G7X7  | 2013/04/16 10:44:20 |  7.84 | PubFlagsAddImpact | Deaths Shaking AtLeast 40 0 "*NULL*" 1369812475 "*NULL*" "*NULL*"
 B000G940  | 2013/04/17 12:03:32 | 5.947 | PubFlagsAddImpact | Injuries Unknown Unknown 0 0 "AP from New Zealand" 1367972099 "*NULL*" "*NULL*"
 B000G940  | 2013/04/17 12:03:32 | 5.947 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "AP New Zealand" 1367885746 "*NULL*" "*NULL*"
 B000GCDD  | 2013/04/20 00:02:48 |   6.6 | PubFlagsAddImpact | Deaths Unknown AtLeast 196 0 "Sohu.com" 1366820968 "in Sichuan. " "*NULL*"
 B000GEU9  | 2013/04/24 09:25:30 |   5.5 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1369971688 "*NULL*" "*NULL*"
 B000GEU9  | 2013/04/24 09:25:30 |   5.5 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1369971666 "*NULL*" "*NULL*"
 B000GEU9  | 2013/04/24 09:25:30 |   5.5 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1370395090 "*NULL*" "*NULL*"
 B000GEU9  | 2013/04/24 09:25:30 |   5.5 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1370395115 "*NULL*" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsAddImpact | Injuries Unknown AtLeast 5 0 "http://www.timeslive.co.za/africa/2013/05/19/five-hurt-as-quake-hits-algeria-medics" 1370416630 "Bejaia area" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "http://www.timeslive.co.za/africa/2013/05/19/five-hurt-as-quake-hits-algeria-medics" 1370416692 "Bejaia area" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsDelImpact | Damaged Unknown Some 0 0 "http://www.timeslive.co.za/africa/2013/05/19/five-hurt-as-quake-hits-algeria-medics" 1370416692 "Bejaia area" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsDelImpact | Injuries Unknown AtLeast 5 0 "http://www.timeslive.co.za/africa/2013/05/19/five-hurt-as-quake-hits-algeria-medics" 1370416630 "Bejaia area" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsAddImpact | Injuries Unknown AtLeast 5 0 "*NULL*" 1370418275 "*NULL*" "*NULL*"
 B000GYV1  | 2013/05/19 09:07:26 | 4.967 | PubFlagsAddImpact | Damaged Unknown Some 0 0 "*NULL*" 1370418296 "*NULL*" "*NULL*"
 B000H4E9  | 2013/05/24 03:47:08 |   5.7 | PubFlagsAddImpact | Damaged Shaking Many 0 0 "*NULL*" 1369676421 "Greenville, CA" "*NULL*"
 B000HBRT  | 2013/06/02 05:43:03 | 6.129 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1370482034 "*NULL*" "*NULL*"
 B000HBRT  | 2013/06/02 05:43:03 | 6.129 | PubFlagsAddImpact | Deaths Unknown Unknown 0 0 "*NULL*" 1370482018 "*NULL*" "*NULL*"
 C000HS1M  | 2013/06/16 05:19:00 | 5.821 | PubFlagsAddImpact | Damaged Unknown Unknown 0 0 "*NULL*" 1374711537 "*NULL*" "*NULL*"
 C000HXXS  | 2013/06/22 05:42:40 | 5.084 | PubFlagsAddImpact | Injuries Unknown AtLeast 50 0 "*NULL*" 1372251321 "*NULL*" "*NULL*"
 C000HXXS  | 2013/06/22 05:42:40 | 5.084 | PubFlagsAddImpact | Destroyed Unknown AtLeast 5000 0 "*NULL*" 1372251347 "*NULL*" "*NULL*"
 C000HXXS  | 2013/06/22 05:42:40 | 5.084 | PubFlagsDelImpact | Destroyed Unknown AtLeast 5000 0 "*NULL*" 1372251347 "*NULL*" "*NULL*"
 C000HXXS  | 2013/06/22 05:42:40 | 5.084 | PubFlagsAddImpact | Destroyed Unknown AtLeast 5370 0 "*NULL*" 1372251347 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Deaths Shaking Exact 38 0 "*NULL*" 1374804092 "*NULL*" "*NULL*"
 B000I4RE  | 2013/07/02 07:37:03 | 6.018 | PubFlagsAddImpact | Deaths Landslide Exact 1 0 "*NULL*" 1374804116 "*NULL*" "*NULL*"
